Rua,Bairro,Path_Coordinates
Rua São Clemente,Humaitá,"[[-43.18249, -22.949096], [-43.18253, -22.94911], [-43.182576, -22.949119], [-43.182656, -22.949129], [-43.182739, -22.949136], [-43.183202, -22.949189], [-43.18342, -22.949214], [-43.183595, -22.949233], [-43.183608, -22.949234], [-43.183759, -22.94925], [-43.183825, -22.949257], [-43.18405, -22.949281], [-43.184104, -22.949285], [-43.184241, -22.9493], [-43.184727, -22.949358], [-43.184761, -22.949361], [-43.184886, -22.949367], [-43.184918, -22.949369], [-43.185116, -22.949381], [-43.185137, -22.949382], [-43.185417, -22.949405], [-43.185564, -22.949417], [-43.185635, -22.949423], [-43.185641, -22.949423], [-43.185692, -22.949425], [-43.185781, -22.949429], [-43.186076, -22.949447], [-43.186157, -22.949453], [-43.18619, -22.949455], [-43.186367, -22.949462], [-43.186397, -22.949464], [-43.186623, -22.949477], [-43.186671, -22.949479], [-43.186765, -22.949482], [-43.186971, -22.949489], [-43.187119, -22.9495], [-43.187248, -22.949509], [-43.1873, -22.949509], [-43.187377, -22.949509], [-43.187395, -22.949509], [-43.187665, -22.949513], [-43.187774, -22.949515], [-43.187927, -22.949515], [-43.188252, -22.949524], [-43.188689, -22.949536], [-43.188766, -22.949541], [-43.188854, -22.949551], [-43.189195, -22.949624], [-43.189279, -22.949642], [-43.189515, -22.949692], [-43.189761, -22.949745], [-43.189793, -22.949752], [-43.189843, -22.949764], [-43.189904, -22.94978], [-43.189981, -22.949799], [-43.190111, -22.949831], [-43.190232, -22.949861], [-43.19028, -22.949873], [-43.190388, -22.949899], [-43.190564, -22.949937], [-43.19063, -22.949951], [-43.190727, -22.949972], [-43.190885, -22.950006], [-43.190968, -22.950027], [-43.191063, -22.950051], [-43.191923, -22.950278], [-43.191997, -22.950298], [-43.192035, -22.950308], [-43.192262, -22.950365], [-43.19254, -22.950447], [-43.192641, -22.950473], [-43.192684, -22.950481], [-43.192806, -22.950505], [-43.19287, -22.950525], [-43.192949, -22.950551], [-43.193329, -22.950737], [-43.193525, -22.950834], [-43.193568, -22.950854], [-43.193621, -22.95088], [-43.193782, -22.950955], [-43.194055, -22.951095], [-43.194222, -22.951182], [-43.194467, -22.951306], [-43.194498, -22.951321], [-43.194665, -22.951405], [-43.19477, -22.951462], [-43.194825, -22.951491], [-43.194914, -22.951539], [-43.194949, -22.951558], [-43.194995, -22.951582], [-43.195045, -22.951612], [-43.195258, -22.951746], [-43.19531, -22.951778], [-43.195377, -22.951821], [-43.195412, -22.951845], [-43.195499, -22.951906], [-43.195548, -22.951941], [-43.195583, -22.95197], [-43.195741, -22.952077], [-43.195844, -22.952156], [-43.196019, -22.95229], [-43.196225, -22.952448], [-43.196269, -22.952482], [-43.196313, -22.952516], [-43.196371, -22.952576], [-43.196408, -22.952624], [-43.19642, -22.952657]]"
Rua Inhangá,Copacabana,"[[-43.181456, -22.967183], [-43.181522, -22.967101], [-43.181564, -22.967048], [-43.181588, -22.967002], [-43.181598, -22.966954], [-43.181594, -22.966888], [-43.181403, -22.966317], [-43.181189, -22.965784], [-43.181146, -22.965638]]"
Rua Joaquim Campos Porto,Jardim Botânico,"[[-43.22824, -22.965281], [-43.228319, -22.965259], [-43.228585, -22.965252], [-43.228858, -22.96525], [-43.228919, -22.965232], [-43.228957, -22.965203], [-43.22902, -22.965137], [-43.229088, -22.965037], [-43.229196, -22.964775], [-43.229207, -22.964708], [-43.229211, -22.964615], [-43.229193, -22.964512], [-43.229127, -22.96443], [-43.229055, -22.964347], [-43.228953, -22.964305], [-43.22887, -22.964269], [-43.228225, -22.963925], [-43.227781, -22.963699], [-43.227604, -22.963617], [-43.226871, -22.963314], [-43.226759, -22.963289], [-43.226631, -22.963285], [-43.226281, -22.963291], [-43.226144, -22.963275], [-43.226026, -22.963239], [-43.225505, -22.963005]]"
Rua Getúlio das Neves,Jardim Botânico,"[[-43.206178, -22.959372], [-43.206061, -22.960378], [-43.206043, -22.9605]]"
Rua Herbert Moses,São Conrado,"[[-43.265085, -22.999521], [-43.265125, -22.999403], [-43.265189, -22.999218], [-43.265539, -22.998193], [-43.265529, -22.99814], [-43.265504, -22.998093], [-43.265435, -22.998015]]"
Rua Engenheiro Álvaro Niemeyer,São Conrado,"[[-43.270399, -22.997317], [-43.270365, -22.997446], [-43.270353, -22.997653], [-43.27037, -22.998057], [-43.270291, -22.998404], [-43.270236, -22.998646]]"
Rua Eurico Cruz,Jardim Botânico,"[[-43.207402, -22.958472], [-43.207092, -22.958412], [-43.207038, -22.958415], [-43.206992, -22.958444], [-43.206959, -22.95848], [-43.206941, -22.958523], [-43.206937, -22.958597], [-43.206951, -22.958682], [-43.207002, -22.958868], [-43.207111, -22.959172], [-43.20709, -22.95943], [-43.207068, -22.959683], [-43.206987, -22.960627]]"
Rua Fadel Fadel,Leblon,"[[-43.220771, -22.98193], [-43.220853, -22.981346], [-43.220896, -22.981079], [-43.220976, -22.980528], [-43.220985, -22.98046], [-43.221148, -22.979651], [-43.22117, -22.979531]]"
Rua Doutor Girondino Estêves,Jardim Botânico,"[[-43.1905, -22.9645], [-43.178, -22.975]]"
Rua Doutor Marques Canário,Leblon,"[[-43.22373, -22.978011], [-43.223634, -22.978034], [-43.223598, -22.978055], [-43.223573, -22.978083], [-43.223396, -22.978699], [-43.223349, -22.978883], [-43.223292, -22.979081]]"
Rua Elmano Cardim,Urca,"[[-43.169539, -22.953219], [-43.170159, -22.952523]]"
Rua Engenheiro Amandino de Carvalho,São Conrado,"[[-43.261036, -22.996793], [-43.260954, -22.996842], [-43.260902, -22.996879], [-43.260864, -22.996914], [-43.260826, -22.996993], [-43.260759, -22.997123], [-43.260701, -22.997234], [-43.260617, -22.997343], [-43.260317, -22.997633], [-43.259972, -22.998038], [-43.259492, -22.998588], [-43.259352, -22.998724]]"
Rua Tavares Bastos,Laranjeiras,"[[-43.189556, -22.930109], [-43.189707, -22.929701], [-43.189776, -22.929567], [-43.189835, -22.929489], [-43.189811, -22.929455], [-43.189791, -22.929396], [-43.189646, -22.929159], [-43.189591, -22.929137], [-43.189526, -22.929087], [-43.18934, -22.929001], [-43.189054, -22.928847], [-43.189009, -22.928836], [-43.188966, -22.92883], [-43.188766, -22.92883], [-43.188645, -22.92883], [-43.188368, -22.92883], [-43.187909, -22.928843], [-43.187862, -22.928835], [-43.187289, -22.928719], [-43.186446, -22.928499], [-43.186344, -22.928487], [-43.186243, -22.928509], [-43.186176, -22.928563], [-43.185928, -22.928771], [-43.185873, -22.928796], [-43.185806, -22.928803], [-43.185514, -22.928775], [-43.184875, -22.928651], [-43.184486, -22.928596], [-43.184341, -22.92857], [-43.183651, -22.928621], [-43.183375, -22.928601], [-43.183013, -22.928593], [-43.182005, -22.928606], [-43.181898, -22.928602], [-43.181844, -22.928576], [-43.181826, -22.928529], [-43.181849, -22.92846], [-43.181879, -22.928404], [-43.182071, -22.927999], [-43.182087, -22.927971], [-43.182106, -22.927955], [-43.182235, -22.927891], [-43.18229, -22.927841], [-43.182321, -22.927799], [-43.18233, -22.927753], [-43.182324, -22.927662], [-43.182307, -22.927504], [-43.182288, -22.927467], [-43.18225, -22.92742], [-43.182078, -22.927359], [-43.181938, -22.927304], [-43.181839, -22.927256], [-43.181777, -22.927212], [-43.18175, -22.927179], [-43.181744, -22.927115], [-43.181737, -22.926972], [-43.181727, -22.926867], [-43.181707, -22.926811], [-43.181583, -22.926627], [-43.181554, -22.926569], [-43.181534, -22.926526], [-43.181519, -22.926484], [-43.181504, -22.92643], [-43.181398, -22.925993], [-43.181372, -22.925965], [-43.181342, -22.92596], [-43.181321, -22.925971], [-43.181307, -22.925995], [-43.181342, -22.926126], [-43.181352, -22.926203], [-43.181346, -22.926285], [-43.181324, -22.926351], [-43.181285, -22.926431], [-43.181287, -22.926468], [-43.181352, -22.926604], [-43.181371, -22.926643], [-43.181399, -22.926692], [-43.181418, -22.92673], [-43.181416, -22.926756], [-43.181403, -22.926774], [-43.181387, -22.926782], [-43.181366, -22.926777], [-43.181346, -22.92676], [-43.181332, -22.926729], [-43.181312, -22.926667], [-43.18124, -22.926545], [-43.181198, -22.926474], [-43.181183, -22.926419], [-43.181181, -22.926354], [-43.181187, -22.926237], [-43.181179, -22.926173], [-43.181159, -22.926131], [-43.181134, -22.926086], [-43.181107, -22.926039], [-43.181052, -22.925957], [-43.181032, -22.925948], [-43.181015, -22.925951], [-43.180997, -22.925962], [-43.180986, -22.925982], [-43.180985, -22.926], [-43.181004, -22.926032], [-43.181045, -22.926087], [-43.181066, -22.926122], [-43.18109, -22.926176], [-43.181101, -22.926235], [-43.181094, -22.926278], [-43.181055, -22.926362], [-43.181019, -22.926441], [-43.180981, -22.926506], [-43.180948, -22.926546], [-43.18092, -22.926559], [-43.180883, -22.926555], [-43.180856, -22.92654], [-43.180837, -22.926506], [-43.180834, -22.926456], [-43.18085, -22.926412], [-43.180878, -22.92632], [-43.180887, -22.92623], [-43.18088, -22.926171], [-43.180871, -22.926116], [-43.18085, -22.926071], [-43.180832, -22.926027], [-43.1808, -22.925968], [-43.180781, -22.92592], [-43.18077, -22.925906], [-43.180754, -22.925897], [-43.18074, -22.925897], [-43.180726, -22.925902], [-43.180713, -22.925912], [-43.180708, -22.925932], [-43.180711, -22.925954], [-43.180741, -22.926034], [-43.180767, -22.926089], [-43.180774, -22.926119], [-43.18078, -22.926158], [-43.18077, -22.92621], [-43.180739, -22.926298], [-43.180686, -22.926365], [-43.18064, -22.926424], [-43.180597, -22.926479], [-43.180542, -22.926523], [-43.180463, -22.926553], [-43.1804, -22.926542], [-43.180357, -22.926509], [-43.180344, -22.926461], [-43.180358, -22.926413], [-43.180395, -22.926331], [-43.180434, -22.926258], [-43.180444, -22.926206], [-43.18043, -22.926162], [-43.180407, -22.926129], [-43.180379, -22.92609], [-43.180333, -22.926032], [-43.18031, -22.925996], [-43.180294, -22.925944], [-43.180285, -22.925888], [-43.180287, -22.925818], [-43.180305, -22.925746], [-43.180317, -22.925696], [-43.180305, -22.925656], [-43.180278, -22.925637], [-43.180229, -22.925631], [-43.180169, -22.925653], [-43.180131, -22.925671], [-43.180086, -22.925705], [-43.180047, -22.925739], [-43.179988, -22.925841], [-43.179677, -22.926558], [-43.179687, -22.926609], [-43.179721, -22.92669], [-43.179759, -22.926736], [-43.179823, -22.926765], [-43.179998, -22.926795], [-43.180029, -22.926816], [-43.180045, -22.926857], [-43.180052, -22.927075], [-43.180055, -22.927206], [-43.179354, -22.927192]]"
Rua Teodor Herzl,Botafogo,"[[-43.186954, -22.946868], [-43.188116, -22.947257]]"
Rua Tereza Aragão,Ipanema,"[[-43.1963, -22.986448], [-43.196373, -22.986404], [-43.196422, -22.98636], [-43.196733, -22.98603], [-43.196796, -22.98597]]"
Rua Urbano Santos,Urca,"[[-43.167833, -22.95185], [-43.167912, -22.951909], [-43.168398, -22.952292], [-43.168671, -22.952513], [-43.169113, -22.952868], [-43.169539, -22.953219], [-43.170042, -22.953627]]"
Rua Vicente de Sousa,Botafogo,"[[-43.184211, -22.946881], [-43.185761, -22.946949]]"
Rua Conselheiro Lafaiete,Ipanema,"[[-43.191955, -22.986683], [-43.192109, -22.986254], [-43.192113, -22.98621], [-43.192139, -22.986167], [-43.192399, -22.985368], [-43.192637, -22.984492], [-43.192973, -22.983501]]"
Rua Coronel Ribeiro Gomes,São Conrado,"[[-43.269929, -22.995515], [-43.269878, -22.995536], [-43.269826, -22.995559], [-43.269652, -22.995663], [-43.269523, -22.995744], [-43.269224, -22.995987], [-43.268924, -22.996269], [-43.268776, -22.996452], [-43.268743, -22.996581], [-43.268761, -22.996705], [-43.26881, -22.996779], [-43.268959, -22.997062], [-43.268993, -22.997179], [-43.269002, -22.997256], [-43.268978, -22.997417], [-43.268922, -22.997595], [-43.268837, -22.997734], [-43.268637, -22.998047], [-43.268561, -22.998169], [-43.268555, -22.998339], [-43.268568, -22.998683]]"
Rua Cruzeiro do Sul,Catete,"[[-43.183013, -22.928593], [-43.183292, -22.927947], [-43.183298, -22.9279], [-43.183274, -22.927854], [-43.183247, -22.927817], [-43.183166, -22.927763], [-43.182836, -22.92755], [-43.182625, -22.927381], [-43.182436, -22.927226], [-43.182374, -22.927167], [-43.182289, -22.927051], [-43.182184, -22.926911], [-43.182013, -22.926686], [-43.181936, -22.926514], [-43.181897, -22.926222], [-43.18188, -22.926199], [-43.181857, -22.926191], [-43.181834, -22.926196], [-43.181822, -22.926212], [-43.18182, -22.926231], [-43.181844, -22.926526], [-43.181916, -22.926801], [-43.181931, -22.926889], [-43.181963, -22.927132], [-43.181973, -22.927183], [-43.182192, -22.927369], [-43.18225, -22.92742]]"
Rua Desembargador Alfredo Russel,Leblon,"[[-43.223984, -22.981061], [-43.224033, -22.98107], [-43.224413, -22.981159], [-43.225063, -22.981309], [-43.22531, -22.981368], [-43.225507, -22.981408], [-43.225709, -22.981423], [-43.226113, -22.981424], [-43.22614, -22.981426], [-43.226155, -22.981431], [-43.226165, -22.981441], [-43.226173, -22.981456], [-43.226186, -22.981439], [-43.226203, -22.981427], [-43.22623, -22.981415], [-43.22642, -22.981396], [-43.226446, -22.981402], [-43.226465, -22.98141], [-43.226481, -22.981428]]"
Rua Clotilde Guimarães,Botafogo,"[[-43.180964, -22.951512], [-43.181044, -22.951608], [-43.181245, -22.951825], [-43.181288, -22.951871], [-43.181404, -22.951995], [-43.181475, -22.952072], [-43.181556, -22.952133], [-43.181668, -22.95218], [-43.181813, -22.952209], [-43.181895, -22.952248], [-43.181948, -22.952283], [-43.181993, -22.952323], [-43.182022, -22.952364], [-43.18204, -22.952428], [-43.182047, -22.952517], [-43.182043, -22.952561], [-43.182036, -22.952645]]"
Rua Bonfim,Copacabana,"[[-43.171623, -22.960569], [-43.171691, -22.960528], [-43.171774, -22.960502], [-43.171922, -22.960403], [-43.171959, -22.960376], [-43.172018, -22.960324], [-43.172024, -22.960271], [-43.172023, -22.960228], [-43.172003, -22.960189], [-43.171997, -22.960138], [-43.172042, -22.96009], [-43.172119, -22.960039], [-43.172161, -22.959986]]"
Rua Capitão César de Andrade,Leblon,"[[-43.226436, -22.980718], [-43.226399, -22.980693], [-43.226352, -22.980683], [-43.225848, -22.980701], [-43.225736, -22.98069], [-43.225306, -22.98058], [-43.224269, -22.980343], [-43.224184, -22.980326]]"
Rua Cardoso Júnior,Botafogo,"[[-43.19044, -22.937846], [-43.190422, -22.937876], [-43.190407, -22.937895], [-43.190382, -22.937913], [-43.190369, -22.937927], [-43.190345, -22.937948], [-43.190074, -22.937991], [-43.18987, -22.938022], [-43.189852, -22.938024], [-43.189836, -22.938026], [-43.189825, -22.938026], [-43.189816, -22.938025], [-43.189807, -22.938024], [-43.1898, -22.938022], [-43.189793, -22.938019], [-43.189785, -22.938015], [-43.189779, -22.93801], [-43.189774, -22.938005], [-43.189769, -22.938], [-43.189766, -22.937994], [-43.189761, -22.937984], [-43.189758, -22.937975], [-43.189757, -22.937965], [-43.189759, -22.937851], [-43.189758, -22.937841], [-43.189756, -22.937831], [-43.189753, -22.937822], [-43.189748, -22.937815], [-43.189743, -22.937809], [-43.189736, -22.937804], [-43.189727, -22.937801], [-43.18972, -22.9378], [-43.189714, -22.937799], [-43.189707, -22.937799], [-43.189701, -22.9378], [-43.189695, -22.937802], [-43.189689, -22.937804], [-43.189681, -22.937809], [-43.189677, -22.937816], [-43.189674, -22.937822], [-43.189671, -22.937831], [-43.189669, -22.937839], [-43.189668, -22.937848], [-43.189661, -22.938248], [-43.189656, -22.938422], [-43.189654, -22.938497], [-43.189645, -22.938809], [-43.18964, -22.938877], [-43.18963, -22.938947], [-43.189625, -22.938972], [-43.189615, -22.939], [-43.189599, -22.939023], [-43.189582, -22.939039], [-43.189552, -22.939058], [-43.189524, -22.939063], [-43.189492, -22.939063], [-43.189445, -22.939061], [-43.189407, -22.939056], [-43.189369, -22.939049], [-43.189341, -22.939041], [-43.189302, -22.939028], [-43.18927, -22.93901], [-43.189231, -22.938978], [-43.189194, -22.938947], [-43.189167, -22.938923], [-43.189147, -22.938906], [-43.189133, -22.938889], [-43.189123, -22.938867], [-43.189115, -22.938834], [-43.189113, -22.938805], [-43.189116, -22.938775], [-43.189129, -22.93875], [-43.189154, -22.938728], [-43.189217, -22.938693], [-43.189246, -22.938675], [-43.189276, -22.938657], [-43.189304, -22.938635], [-43.189324, -22.938615], [-43.18934, -22.938592], [-43.189351, -22.93857], [-43.189362, -22.93854], [-43.189368, -22.938521], [-43.18937, -22.938506], [-43.189371, -22.938497], [-43.189373, -22.938459], [-43.189404, -22.938001], [-43.189404, -22.937973], [-43.189399, -22.937955], [-43.189387, -22.93794], [-43.189374, -22.937928], [-43.189355, -22.937919], [-43.189334, -22.937913], [-43.189316, -22.937912], [-43.189293, -22.937916], [-43.189276, -22.937924], [-43.189261, -22.937935], [-43.18925, -22.937947], [-43.189245, -22.937962], [-43.18924, -22.937979], [-43.189238, -22.938002], [-43.189237, -22.938026], [-43.189234, -22.9382], [-43.189233, -22.938236], [-43.189229, -22.938275], [-43.18922, -22.938328], [-43.189199, -22.938386], [-43.18918, -22.938433], [-43.189161, -22.938464], [-43.18913, -22.938502], [-43.189094, -22.938534], [-43.189063, -22.938555], [-43.189026, -22.938576], [-43.188987, -22.938593], [-43.188934, -22.938609], [-43.188872, -22.938627], [-43.188831, -22.938637], [-43.188805, -22.938647], [-43.188786, -22.938658], [-43.188773, -22.93867], [-43.188757, -22.93869], [-43.188749, -22.93871], [-43.188745, -22.938736], [-43.188746, -22.938762], [-43.188752, -22.938791], [-43.188761, -22.938808], [-43.188784, -22.938839], [-43.188811, -22.938868], [-43.188837, -22.938895], [-43.188899, -22.938959], [-43.188961, -22.939023], [-43.189022, -22.939075], [-43.189238, -22.939247], [-43.189252, -22.939258], [-43.189258, -22.939265], [-43.189264, -22.939273], [-43.189269, -22.939282], [-43.189271, -22.939291], [-43.18927, -22.9393], [-43.189269, -22.939308], [-43.189265, -22.939314], [-43.189257, -22.939324], [-43.189248, -22.939331], [-43.189236, -22.939334], [-43.189222, -22.939337], [-43.189204, -22.939338], [-43.189188, -22.939336], [-43.189168, -22.939329], [-43.189147, -22.93932], [-43.189102, -22.939292], [-43.189044, -22.939252], [-43.188915, -22.939167], [-43.188777, -22.939066], [-43.188685, -22.938984], [-43.188612, -22.938908], [-43.188564, -22.938852], [-43.188542, -22.938821], [-43.188526, -22.938794], [-43.188517, -22.938767], [-43.188511, -22.938723], [-43.188516, -22.93866], [-43.188629, -22.938221], [-43.188635, -22.938192], [-43.188637, -22.938161], [-43.188634, -22.938138], [-43.188628, -22.938118], [-43.188614, -22.938097], [-43.188599, -22.938079], [-43.188401, -22.93786], [-43.188302, -22.937752], [-43.188271, -22.937721], [-43.188241, -22.937699], [-43.188208, -22.937683], [-43.187492, -22.937326], [-43.187441, -22.937303], [-43.187401, -22.937287], [-43.187352, -22.937275], [-43.187319, -22.937271], [-43.187289, -22.93727], [-43.187256, -22.937274], [-43.187223, -22.937282], [-43.187176, -22.937303], [-43.187139, -22.937328], [-43.187122, -22.937351], [-43.187117, -22.93737], [-43.187115, -22.937397], [-43.187121, -22.937426], [-43.18714, -22.937457], [-43.187491, -22.937973], [-43.187764, -22.938367], [-43.187801, -22.938423], [-43.187976, -22.938676], [-43.187999, -22.93871], [-43.188186, -22.938943], [-43.188264, -22.939039], [-43.188328, -22.939115], [-43.188373, -22.939164], [-43.188492, -22.939308], [-43.188767, -22.939609], [-43.188877, -22.939713], [-43.18897, -22.939818], [-43.189022, -22.939888], [-43.189049, -22.939971], [-43.189083, -22.940113], [-43.18912, -22.940223], [-43.189159, -22.940297], [-43.189215, -22.940396], [-43.189274, -22.940472], [-43.189358, -22.940554], [-43.18949, -22.940678], [-43.189549, -22.940743], [-43.1896, -22.940818], [-43.189653, -22.940926], [-43.189673, -22.941069], [-43.189683, -22.941237]]"
